submission_date,state,tot_cases,new_case,tot_death,new_death
2020-11-17,OR,58570,924.0,778,13.0
2020-11-17,MS,137396,1593.0,3601,20.0
2020-11-17,TN,320729,1841.0,3995,72.0
2020-11-17,AZ,279896,2984.0,6312,10.0
2020-11-17,CT,94986,1702.0,4771,12.0
2020-11-17,RI,44528,605.0,1278,8.0
2020-11-17,WI,342155,7593.0,2867,103.0
2020-11-17,CA,1037978,8743.0,18299,36.0
2020-11-17,DC,19309,245.0,660,0.0
2020-11-17,UT,158957,3178.0,732,9.0
2020-11-17,IN,262207,5463.0,5025,89.0
2020-11-16,MS,135803,905.0,3581,36.0
2020-11-16,ME,9363,246.0,166,1.0
2020-11-16,PW,0,0.0,0,0.0
2020-11-16,DC,19064,87.0,660,0.0
2020-11-16,AS,3,0.0,0,0.0
2020-11-16,WY,23193,699.0,144,0.0
2020-11-16,WI,334562,4638.0,2764,13.0
2020-11-16,WV,34460,781.0,585,3.0
2020-11-16,GA,426236,1247.0,8967,10.0
2020-11-16,OK,162373,0.0,1543,0.0
2020-11-16,NM,65454,1253.0,1236,21.0
2020-11-16,VT,3008,119.0,59,0.0
2020-11-16,OH,305364,7268.0,5742,20.0
2020-11-16,MO,243169,3718.0,3386,12.0
2020-11-16,CT,93284,4639.0,4759,22.0
2020-11-16,ID,83344,1099.0,763,4.0
2020-11-16,LA,205059,546.0,6139,7.0
2020-11-16,MA,194407,1967.0,10318,12.0
2020-11-16,AK,23240,578.0,98,0.0
2020-11-16,MI,288954,13162.0,8431,55.0
2020-11-16,NYC,287315,1822.0,24146,10.0
2020-11-16,NJ,302992,2925.0,16580,14.0
2020-11-16,IL,585248,11632.0,11204,42.0
2020-11-16,VA,206763,2125.0,3835,30.0
2020-11-16,GU,5924,0.0,92,0.0
2020-11-16,NV,122097,1914.0,1917,8.0
2020-11-16,RI,43923,2394.0,1270,16.0
2020-11-16,UT,155779,1971.0,723,5.0
2020-11-16,AZ,276912,1476.0,6302,0.0
2020-11-16,NC,314207,1972.0,4814,8.0
2020-11-16,IA,188378,3222.0,1991,6.0
2020-11-16,CA,1029235,9890.0,18263,10.0
2020-11-16,WA,131532,1492.0,2548,29.0
2020-11-16,MT,48027,869.0,522,2.0
2020-11-16,VI,1450,16.0,23,0.0
2020-11-16,AR,134348,1308.0,2225,42.0
2020-11-16,NY,280349,2205.0,9518,21.0
2020-11-16,FSM,0,0.0,0,0.0
2020-11-16,TN,318888,7951.0,3923,30.0
2020-11-16,MD,169805,2149.0,4335,26.0
2020-11-16,IN,256744,5147.0,4936,26.0
2020-11-16,SC,196617,1110.0,4143,31.0
2020-11-16,KY,139097,1511.0,1664,3.0
2020-11-16,KS,122741,7234.0,1266,7.0
2020-11-16,NH,15029,358.0,500,1.0
2020-11-16,SD,66278,897.0,644,0.0
2020-11-16,MP,103,1.0,2,0.0
2020-11-16,RMI,4,3.0,0,0.0
2020-11-16,TX,1116230,7828.0,19579,20.0
2020-11-16,FL,877340,4530.0,17559,41.0
2020-11-16,ND,65967,1082.0,769,26.0
2020-11-16,OR,57646,766.0,765,4.0
2020-11-16,PR,43585,569.0,951,9.0
2020-11-16,MN,231018,7437.0,2973,12.0
2020-11-16,HI,16471,92.0,221,0.0
2020-11-16,PA,269613,4476.0,9325,13.0
2020-11-16,CO,167713,4296.0,2578,32.0
2020-11-16,AL,219232,1410.0,3249,1.0
2020-11-16,DE,29552,749.0,739,3.0
2020-11-16,NE,101601,3440.0,797,18.0
2020-11-15,MP,102,2.0,2,0.0
2020-11-15,MD,167656,1726.0,4309,7.0
2020-11-15,WY,22494,613.0,144,0.0
2020-11-15,AL,217822,1979.0,3248,2.0
2020-11-15,PW,0,0.0,0,0.0
2020-11-15,NC,312235,3117.0,4806,50.0
2020-11-15,WA,130040,2309.0,2519,0.0
2020-11-15,OR,56880,862.0,761,2.0
2020-11-15,ID,82245,928.0,759,0.0
2020-11-15,MS,134898,589.0,3545,2.0
2020-11-15,KS,115507,0.0,1259,0.0
2020-11-15,AZ,275436,2383.0,6302,2.0
2020-11-15,KY,137586,1449.0,1661,3.0
2020-11-15,MI,275792,0.0,8376,0.0
2020-11-15,NH,14671,360.0,499,0.0
2020-11-15,ME,9117,173.0,165,0.0
2020-11-15,TN,310937,5817.0,3893,16.0
2020-11-15,DC,18977,163.0,660,2.0
2020-11-15,WV,33679,887.0,582,8.0
2020-11-15,NE,98161,1327.0,779,0.0
2020-11-15,LA,204513,2532.0,6132,11.0
2020-11-15,NM,64201,1030.0,1215,7.0
2020-11-15,IA,185156,3824.0,1985,12.0
2020-11-15,VT,2889,46.0,59,0.0
2020-11-15,TX,1108402,-30134.0,19559,-367.0
2020-11-15,DE,28803,408.0,736,0.0
2020-11-15,UT,153808,2667.0,718,8.0
2020-11-15,RMI,1,0.0,0,0.0
2020-11-15,CT,88645,0.0,4737,0.0
2020-11-15,NV,120183,1177.0,1909,1.0
2020-11-15,PR,43016,537.0,942,7.0
2020-11-15,MN,223581,7553.0,2961,31.0
2020-11-15,FSM,0,0.0,0,0.0
2020-11-15,GA,424989,2084.0,8957,1.0
2020-11-15,AK,22662,648.0,98,0.0
2020-11-15,AR,133040,874.0,2183,24.0
2020-11-15,WI,329924,6320.0,2751,12.0
2020-11-15,MA,192440,2076.0,10306,33.0
2020-11-15,SC,195507,1493.0,4112,2.0
2020-11-15,CA,1019345,10968.0,18253,35.0
2020-11-15,AS,3,0.0,0,0.0
2020-11-15,OH,298096,7853.0,5722,8.0
2020-11-15,NYC,285493,1258.0,24136,11.0
2020-11-15,MT,47158,1272.0,520,6.0
2020-11-15,CO,163417,4183.0,2546,21.0
2020-11-15,IN,251597,6710.0,4910,22.0
2020-11-15,ND,64885,1089.0,743,7.0
2020-11-15,FL,872810,9820.0,17518,29.0
2020-11-15,IL,573616,10631.0,11162,74.0
2020-11-15,VA,204638,2677.0,3805,5.0
2020-11-15,RI,41529,0.0,1254,0.0
2020-11-15,MO,239451,0.0,3374,0.0
2020-11-15,SD,65381,1199.0,644,23.0
2020-11-15,OK,162373,3922.0,1543,6.0
2020-11-15,VI,1434,0.0,23,0.0
2020-11-15,PA,265137,5199.0,9312,38.0
2020-11-15,HI,16379,0.0,221,0.0
2020-11-15,GU,5924,0.0,92,0.0
2020-11-15,NY,278144,2192.0,9497,25.0
2020-11-15,NJ,300067,5055.0,16566,18.0
2020-11-14,AS,3,0.0,0,0.0
2020-11-14,AR,132166,1848.0,2159,11.0
2020-11-14,MI,275792,7430.0,8376,68.0
2020-11-14,AL,215843,2226.0,3246,15.0
2020-11-14,IL,562985,11028.0,11088,197.0
2020-11-14,NH,14311,382.0,499,1.0
2020-11-14,NJ,295012,4856.0,16548,26.0
2020-11-14,SC,194014,1913.0,4110,9.0
2020-11-14,WA,127731,2233.0,2519,0.0
2020-11-14,DE,28395,379.0,736,2.0
2020-11-14,PA,259938,5551.0,9274,50.0
2020-11-14,IN,244887,8322.0,4888,25.0
2020-11-14,TN,305120,4662.0,3877,25.0
2020-11-14,NC,309118,3885.0,4756,36.0
2020-11-14,OR,56018,1081.0,759,6.0
2020-11-14,NYC,284235,2052.0,24125,7.0
2020-11-14,WY,21881,540.0,144,17.0
2020-11-14,ID,81317,1519.0,759,7.0
2020-11-14,NY,275952,3591.0,9472,15.0
2020-11-14,PR,42479,707.0,935,14.0
2020-11-14,AK,22014,739.0,98,1.0
2020-11-14,MT,45886,1642.0,514,37.0
2020-11-14,HI,16379,105.0,221,0.0
2020-11-14,AZ,273053,3476.0,6300,43.0
2020-11-14,MO,239451,3729.0,3374,1.0
2020-11-14,ND,63796,924.0,736,10.0
2020-11-14,WI,323604,5581.0,2739,56.0
2020-11-14,VA,201961,1161.0,3800,1.0
2020-11-14,GA,422905,3035.0,8956,51.0
2020-11-14,MA,190364,2841.0,10273,27.0
2020-11-14,KY,136137,3293.0,1658,11.0
2020-11-14,IA,181332,4637.0,1973,24.0
2020-11-14,KS,115507,0.0,1259,0.0
2020-11-14,ME,8944,153.0,165,1.0
2020-11-14,CT,88645,0.0,4737,0.0
2020-11-14,DC,18814,148.0,658,1.0
2020-11-14,MN,216028,8689.0,2930,35.0
2020-11-14,SD,64182,1855.0,621,53.0
2020-11-14,CA,1008377,9875.0,18218,81.0
2020-11-14,OH,290243,7715.0,5714,14.0
2020-11-14,NV,119006,2269.0,1908,15.0
2020-11-14,RMI,1,0.0,0,0.0
2020-11-14,WV,32792,1153.0,574,9.0
2020-11-14,MP,100,0.0,2,0.0
2020-11-14,NM,63171,1165.0,1208,10.0
2020-11-14,PW,0,0.0,0,0.0
2020-11-14,GU,5924,0.0,92,0.0
2020-11-14,VI,1434,0.0,23,0.0
2020-11-14,MS,134309,969.0,3543,3.0
2020-11-14,FSM,0,0.0,0,0.0
2020-11-14,RI,41529,0.0,1254,0.0
2020-11-14,OK,158451,0.0,1537,0.0
2020-11-14,LA,201981,0.0,6121,0.0
2020-11-14,UT,151141,5352.0,710,9.0
2020-11-14,NE,96834,1912.0,779,4.0
2020-11-14,TX,1138536,49458.0,19926,606.0
2020-11-14,FL,862990,4405.0,17489,44.0
2020-11-14,VT,2843,100.0,59,0.0
2020-11-14,CO,159234,5196.0,2525,21.0
2020-11-14,MD,165930,1840.0,4302,9.0
2020-11-13,IN,236565,5600.0,4863,50.0
2020-11-13,CO,154038,6439.0,2504,36.0
2020-11-13,AR,130318,2312.0,2148,4.0
2020-11-13,NY,272361,3575.0,9457,19.0
2020-11-13,GU,5924,74.0,92,1.0
2020-11-13,FSM,0,0.0,0,0.0
2020-11-13,TN,300458,3733.0,3852,64.0
2020-11-13,VI,1434,8.0,23,0.0
2020-11-13,NC,305233,1779.0,4720,14.0
2020-11-13,VT,2743,92.0,59,0.0
2020-11-13,LA,201981,3450.0,6121,24.0
2020-11-13,OK,158451,2822.0,1537,40.0
2020-11-13,MA,187523,2674.0,10246,23.0
2020-11-13,CA,998502,6893.0,18137,29.0
2020-11-13,AS,3,0.0,0,0.0
2020-11-13,MT,44244,1213.0,477,5.0
2020-11-13,ME,8791,152.0,164,2.0
2020-11-13,TX,1089078,13424.0,19320,173.0
2020-11-13,PR,41772,653.0,921,7.0
2020-11-13,PA,254387,5531.0,9224,30.0
2020-11-13,UT,145789,2150.0,701,14.0
2020-11-13,RI,41529,765.0,1254,4.0
2020-11-13,HI,16274,103.0,221,0.0
2020-11-13,FL,858585,6760.0,17445,73.0
2020-11-13,MP,100,0.0,2,0.0
2020-11-13,AK,21275,587.0,97,1.0
2020-11-13,PW,0,0.0,0,0.0
2020-11-13,OR,54937,1058.0,753,7.0
2020-11-13,NE,94922,2369.0,775,19.0
2020-11-13,SC,192101,1611.0,4101,17.0
2020-11-13,NJ,290156,4016.0,16522,27.0
2020-11-13,MO,235722,10351.0,3373,34.0
2020-11-13,MI,268362,9179.0,8308,123.0
2020-11-13,NYC,282183,1536.0,24118,10.0
2020-11-13,AL,213617,2980.0,3231,18.0
2020-11-13,IL,551957,15415.0,10891,45.0
2020-11-13,WY,21341,862.0,127,0.0
2020-11-13,MD,164090,2321.0,4293,20.0
2020-11-13,WI,318023,8451.0,2683,62.0
2020-11-13,IA,176695,5452.0,1949,18.0
2020-11-13,VA,200800,1537.0,3799,14.0
2020-11-13,KY,132844,3164.0,1647,25.0
2020-11-13,NV,116737,1857.0,1893,13.0
2020-11-13,ID,79798,1519.0,752,3.0
2020-11-13,CT,88645,2746.0,4737,11.0
2020-11-13,NM,62006,1230.0,1198,22.0
2020-11-13,NH,13929,459.0,498,3.0
2020-11-13,KS,115507,6282.0,1259,44.0
2020-11-13,DC,18666,159.0,657,0.0
2020-11-13,ND,62872,2270.0,726,19.0
2020-11-13,DE,28016,470.0,734,2.0
2020-11-13,MN,207339,5544.0,2895,46.0
2020-11-13,AZ,269577,3015.0,6257,17.0
2020-11-13,OH,282528,8071.0,5700,42.0
2020-11-13,WV,31639,742.0,565,10.0
2020-11-13,GA,419870,3653.0,8905,24.0
2020-11-13,MS,133340,1370.0,3540,21.0
2020-11-13,RMI,1,0.0,0,0.0
2020-11-13,WA,125498,2142.0,2519,12.0
2020-11-13,SD,62327,1611.0,568,1.0
2020-11-12,RI,40764,988.0,1250,7.0
2020-11-12,MA,184849,2482.0,10223,21.0
2020-11-12,IL,536542,12702.0,10846,48.0
2020-11-12,OH,274457,7101.0,5658,35.0
2020-11-12,MI,259183,7311.0,8185,49.0
2020-11-12,MP,100,0.0,2,0.0
2020-11-12,GA,416217,2802.0,8881,548.0
2020-11-12,OK,155629,5051.0,1497,1.0
2020-11-12,NE,92553,2611.0,756,25.0
2020-11-12,NJ,286140,4117.0,16495,19.0
2020-11-12,IN,230965,6591.0,4813,51.0
2020-11-12,DE,27546,204.0,732,8.0
2020-11-12,DC,18507,128.0,657,0.0
2020-11-12,MD,161769,1869.0,4273,12.0
2020-11-12,PW,0,0.0,0,0.0
2020-11-12,TX,1075654,10589.0,19147,143.0
2020-11-12,TN,296725,3344.0,3788,27.0
2020-11-12,PR,41119,667.0,914,5.0
2020-11-12,MO,225371,4603.0,3339,16.0
2020-11-12,NH,13470,322.0,495,3.0
2020-11-12,CA,991609,6927.0,18108,38.0
2020-11-12,FSM,0,0.0,0,0.0
2020-11-12,ND,60602,1429.0,707,10.0
2020-11-12,WI,309572,8223.0,2621,67.0
2020-11-12,VA,199263,1235.0,3785,27.0
2020-11-12,WV,30897,696.0,555,2.0
2020-11-12,KY,129680,2336.0,1622,18.0
2020-11-12,UT,143639,3919.0,687,9.0
2020-11-12,NY,268786,3135.0,9438,23.0
2020-11-12,CT,85899,1158.0,4726,10.0
2020-11-12,RMI,1,0.0,0,0.0
2020-11-12,SC,190490,1495.0,4084,8.0
2020-11-12,ME,8639,437.0,162,4.0
2020-11-12,AL,210637,2000.0,3213,12.0
2020-11-12,AZ,266562,1399.0,6240,12.0
2020-11-12,NYC,280647,1652.0,24108,9.0
2020-11-12,VI,1426,13.0,23,0.0
2020-11-12,FL,851825,5504.0,17372,72.0
2020-11-12,CO,147599,5197.0,2468,25.0
2020-11-12,ID,78279,1158.0,749,16.0
2020-11-12,VT,2651,116.0,59,0.0
2020-11-12,NV,114880,1469.0,1880,3.0
2020-11-12,SD,60716,2020.0,567,0.0
2020-11-12,PA,248856,5488.0,9194,49.0
2020-11-12,NC,303454,2893.0,4706,8.0
2020-11-12,AK,20688,481.0,96,0.0
2020-11-12,IA,171243,4402.0,1931,32.0
2020-11-12,NM,60776,1742.0,1176,18.0
2020-11-12,WY,20479,1105.0,127,0.0
2020-11-12,MT,43031,961.0,472,0.0
2020-11-12,HI,16171,94.0,221,0.0
2020-11-12,LA,198531,3829.0,6097,39.0
2020-11-12,MN,201795,7225.0,2849,39.0
2020-11-12,OR,53879,1109.0,746,4.0
2020-11-12,KS,109225,0.0,1215,0.0
2020-11-12,WA,123356,3345.0,2507,25.0
2020-11-12,GU,5850,196.0,91,0.0
2020-11-12,AS,3,0.0,0,0.0
2020-11-12,MS,131970,1305.0,3519,5.0
2020-11-12,AR,128006,1809.0,2144,18.0
2020-11-11,UT,139720,2335.0,678,6.0
2020-11-11,NE,89942,2209.0,731,1.0
2020-11-11,AS,3,0.0,0,0.0
2020-11-11,IN,224374,5036.0,4762,31.0
2020-11-11,LA,194702,0.0,6058,0.0
2020-11-11,VT,2535,73.0,59,0.0
2020-11-11,TX,1065065,12906.0,19004,141.0
2020-11-11,DE,27342,0.0,724,0.0
2020-11-11,NY,265651,3089.0,9415,16.0
2020-11-11,MA,182367,2495.0,10202,37.0
2020-11-11,MS,130665,1271.0,3514,17.0
2020-11-11,FL,846321,5669.0,17300,52.0
2020-11-11,MP,100,0.0,2,0.0
2020-11-11,WY,19374,132.0,127,0.0
2020-11-11,SC,188995,1257.0,4076,14.0
2020-11-11,NYC,278995,1746.0,24099,3.0
2020-11-11,NJ,282023,3810.0,16476,15.0
2020-11-11,CO,142402,3975.0,2443,16.0
2020-11-11,VI,1413,0.0,23,0.0
2020-11-11,WI,301349,7537.0,2554,72.0
2020-11-11,VA,198028,1521.0,3758,17.0
2020-11-11,ID,77121,1693.0,733,19.0
2020-11-11,OK,150578,0.0,1496,0.0
2020-11-11,PA,243368,4711.0,9145,59.0
2020-11-11,CA,984682,7464.0,18070,69.0
2020-11-11,SD,58696,1362.0,567,27.0
2020-11-11,RI,39776,978.0,1243,6.0
2020-11-11,WA,120011,0.0,2482,0.0
2020-11-11,AZ,265163,2030.0,6228,36.0
2020-11-11,WV,30201,885.0,553,7.0
2020-11-11,DC,18379,206.0,657,0.0
2020-11-11,FSM,0,0.0,0,0.0
2020-11-11,MD,159900,1477.0,4261,12.0
2020-11-11,MN,194570,4889.0,2810,58.0
2020-11-11,AR,126197,1962.0,2126,14.0
2020-11-11,IA,166841,5038.0,1899,25.0
2020-11-11,HI,16077,116.0,221,0.0
2020-11-11,KS,109225,5672.0,1215,34.0
2020-11-11,ND,59173,1800.0,697,11.0
2020-11-11,IL,523840,12657.0,10798,153.0
2020-11-11,MO,220768,4071.0,3323,24.0
2020-11-11,NC,300561,3119.0,4698,38.0
2020-11-11,PR,40452,1332.0,909,8.0
2020-11-11,CT,84741,1754.0,4716,9.0
2020-11-11,RMI,1,0.0,0,0.0
2020-11-11,NV,113411,1107.0,1877,18.0
2020-11-11,OH,267356,5874.0,5623,76.0
2020-11-11,TN,293381,3632.0,3761,89.0
2020-11-11,NH,13148,229.0,492,3.0
2020-11-11,PW,0,0.0,0,0.0
2020-11-11,GU,5654,0.0,91,0.0
2020-11-11,OR,52770,861.0,742,5.0
2020-11-11,ME,8202,0.0,158,0.0
2020-11-11,GA,413415,2232.0,8333,-397.0
2020-11-11,NM,59034,1487.0,1158,14.0
2020-11-11,AK,20207,495.0,96,4.0
2020-11-11,MT,42070,919.0,472,10.0
2020-11-11,AL,208637,2070.0,3201,81.0
2020-11-11,MI,251872,6620.0,8136,42.0
2020-11-11,KY,127344,2698.0,1604,14.0
2020-11-10,NY,262562,2757.0,9399,28.0
2020-11-10,OR,51909,754.0,737,3.0
2020-11-10,MT,41151,1098.0,462,5.0
2020-11-10,TN,289749,1979.0,3672,62.0
2020-11-10,NH,12919,220.0,489,0.0
2020-11-10,NM,57547,1258.0,1144,14.0
2020-11-10,DE,27342,230.0,724,2.0
2020-11-10,AK,19712,525.0,92,8.0
2020-11-10,HI,15961,69.0,221,1.0
2020-11-10,AR,124235,1424.0,2112,4.0
2020-11-10,AL,206567,1710.0,3120,36.0
2020-11-10,TX,1052159,13195.0,18863,94.0
2020-11-10,WA,120011,1441.0,2482,22.0
2020-11-10,ME,8202,142.0,158,2.0
2020-11-10,IA,161803,3899.0,1874,24.0
2020-11-10,CT,82987,1524.0,4707,9.0
2020-11-10,UT,137385,2517.0,672,11.0
2020-11-10,NJ,278213,4447.0,16461,21.0
2020-11-10,IN,219338,4829.0,4731,67.0
2020-11-10,NYC,277249,1160.0,24096,9.0
2020-11-10,NE,87733,2182.0,730,20.0
2020-11-10,KY,124646,2079.0,1590,14.0
2020-11-10,KS,103553,0.0,1181,0.0
2020-11-10,MD,158423,1714.0,4249,16.0
2020-11-10,RI,38798,789.0,1237,4.0
2020-11-10,CO,138427,3890.0,2427,19.0
2020-11-10,RMI,1,0.0,0,0.0
2020-11-10,MP,100,0.0,2,0.0
2020-11-10,ND,57373,1031.0,686,12.0
2020-11-10,NC,297442,2582.0,4660,45.0
2020-11-10,SC,187738,1347.0,4062,21.0
2020-11-10,PW,0,0.0,0,0.0
2020-11-10,MO,216697,4256.0,3299,146.0
2020-11-10,PA,238657,4361.0,9086,62.0
2020-11-10,GU,5654,181.0,91,1.0
2020-11-10,MI,245252,6944.0,8094,86.0
2020-11-10,PR,39120,264.0,901,12.0
2020-11-10,MS,129394,1256.0,3497,17.0
2020-11-10,GA,411183,4279.0,8730,507.0
2020-11-10,AZ,263133,3434.0,6192,28.0
2020-11-10,AS,3,0.0,0,0.0
2020-11-10,MA,179872,2047.0,10165,21.0
2020-11-10,IL,511183,12623.0,10645,82.0
2020-11-10,MN,189681,4893.0,2752,23.0
2020-11-10,OH,261482,6508.0,5547,23.0
2020-11-10,VT,2462,47.0,59,0.0
2020-11-10,OK,150578,2175.0,1496,31.0
2020-11-10,CA,977218,5367.0,18001,24.0
2020-11-10,WI,293812,7432.0,2482,72.0
2020-11-10,WV,29316,511.0,546,16.0
2020-11-10,DC,18173,86.0,657,2.0
2020-11-10,SD,57334,1023.0,540,3.0
2020-11-10,VI,1413,3.0,23,0.0
2020-11-10,VA,196507,1594.0,3741,15.0
2020-11-10,FL,840652,4282.0,17248,69.0
2020-11-10,WY,19242,1232.0,127,13.0
2020-11-10,ID,75428,1201.0,714,16.0
2020-11-10,NV,112304,1322.0,1859,7.0
2020-11-10,LA,194702,1330.0,6058,10.0
2020-11-10,FSM,0,0.0,0,0.0
2020-11-09,AL,204857,1170.0,3084,0.0
2020-11-09,OH,254974,4706.0,5524,7.0
2020-11-09,OK,148403,1711.0,1465,15.0
2020-11-09,MO,212441,3244.0,3153,0.0
2020-11-09,MA,177825,1184.0,10144,13.0
2020-11-09,OR,51155,707.0,734,4.0
2020-11-09,PR,38856,275.0,889,7.0
2020-11-09,NY,259805,1988.0,9371,18.0
2020-11-09,PW,0,0.0,0,0.0
2020-11-09,RI,38009,1629.0,1233,9.0
2020-11-09,GU,5473,396.0,90,2.0
2020-11-09,VA,194913,1435.0,3726,13.0
2020-11-09,UT,134868,2247.0,661,2.0
2020-11-09,FSM,0,0.0,0,0.0
2020-11-09,CA,971851,7212.0,17977,14.0
2020-11-09,AZ,259699,435.0,6164,0.0
2020-11-09,NH,12699,211.0,489,0.0
2020-11-09,TX,1038964,4849.0,18769,26.0
2020-11-09,TN,287770,5919.0,3610,15.0
2020-11-09,MS,128138,933.0,3480,37.0
2020-11-09,ME,8060,163.0,156,4.0
2020-11-09,VI,1410,5.0,23,0.0
2020-11-09,MN,184788,3926.0,2729,19.0
2020-11-09,DE,27112,509.0,722,4.0
2020-11-09,ND,56342,2037.0,674,35.0
2020-11-09,IN,214509,4135.0,4664,35.0
2020-11-09,ID,74227,1266.0,698,12.0
2020-11-09,NM,56289,1408.0,1130,12.0
2020-11-09,MD,156709,1338.0,4233,12.0
2020-11-09,FL,836370,3845.0,17179,58.0
2020-11-09,HI,15892,58.0,220,0.0
2020-11-09,MP,100,0.0,2,0.0
2020-11-09,MI,238308,9305.0,8008,63.0
2020-11-09,KS,103553,5920.0,1181,15.0
2020-11-09,SD,56311,907.0,537,1.0
2020-11-09,IL,498560,10573.0,10563,25.0
2020-11-09,MT,40053,374.0,457,1.0
2020-11-09,VT,2415,23.0,59,0.0
2020-11-09,WY,18010,700.0,114,0.0
2020-11-09,AR,122811,945.0,2108,23.0
2020-11-09,SC,186391,703.0,4041,5.0
2020-11-09,NYC,276089,1174.0,24087,1.0
2020-11-09,WA,118570,1239.0,2460,21.0
2020-11-09,IA,157904,5102.0,1850,8.0
2020-11-09,LA,193372,391.0,6048,12.0
2020-11-09,NE,85551,1582.0,710,7.0
2020-11-09,KY,122567,1729.0,1576,11.0
2020-11-09,PA,234296,3402.0,9024,4.0
2020-11-09,NJ,273766,2717.0,16440,11.0
2020-11-09,RMI,1,0.0,0,0.0
2020-11-09,WV,28805,401.0,530,28.0
2020-11-09,CO,134537,3553.0,2408,14.0
2020-11-09,NV,110982,960.0,1852,1.0
2020-11-09,CT,81463,3338.0,4698,24.0
2020-11-09,WI,286380,4470.0,2410,18.0
2020-11-09,GA,406904,1648.0,8223,29.0
2020-11-09,AK,19187,471.0,84,0.0
2020-11-09,AS,3,3.0,0,0.0
2020-11-09,NC,294860,1521.0,4615,8.0
2020-11-09,DC,18087,86.0,655,1.0
2020-11-08,MS,127205,516.0,3443,0.0
2020-11-08,PA,230894,2909.0,9020,5.0
2020-11-08,DE,26603,345.0,718,2.0
2020-11-08,UT,132621,2386.0,659,1.0
2020-11-08,NYC,274915,1451.0,24086,12.0
2020-11-08,MI,229003,0.0,7945,0.0
2020-11-08,OR,50448,861.0,730,1.0
2020-11-08,IA,152802,3529.0,1842,13.0
2020-11-08,VT,2392,45.0,59,0.0
2020-11-08,VA,193478,1302.0,3713,6.0
2020-11-08,MD,155371,1375.0,4221,9.0
2020-11-08,GA,405256,1405.0,8194,1.0
2020-11-08,AK,18716,518.0,84,0.0
2020-11-08,TN,281851,3636.0,3595,5.0
2020-11-08,OH,250268,4541.0,5517,11.0
2020-11-08,NY,257817,2037.0,9353,13.0
2020-11-08,AL,203687,1205.0,3084,2.0
2020-11-08,OK,146692,1956.0,1450,4.0
2020-11-08,FL,832525,6619.0,17121,21.0
2020-11-08,MO,209197,4131.0,3153,3.0
2020-11-08,SC,185688,946.0,4036,21.0
2020-11-08,ND,54305,0.0,639,0.0
2020-11-08,CA,964639,7682.0,17963,24.0
2020-11-08,AR,121866,1038.0,2085,17.0
2020-11-08,TX,1034115,6878.0,18743,43.0
2020-11-08,SD,55404,1428.0,536,13.0
2020-11-08,NH,12488,247.0,489,0.0
2020-11-08,KS,97633,0.0,1166,0.0
2020-11-08,NJ,271049,2506.0,16429,4.0
2020-11-08,AZ,259264,1925.0,6164,17.0
2020-11-08,ME,7897,205.0,152,0.0
2020-11-08,NV,110022,1276.0,1851,1.0
2020-11-08,WI,281910,4407.0,2392,11.0
2020-11-08,PW,0,0.0,0,0.0
2020-11-08,CT,78125,0.0,4674,3.0
2020-11-08,IL,487987,10009.0,10538,50.0
2020-11-08,KY,120838,1177.0,1565,4.0
2020-11-08,RI,36380,0.0,1224,0.0
2020-11-08,HI,15834,127.0,220,1.0
2020-11-08,MN,180862,5908.0,2710,31.0
2020-11-08,RMI,1,0.0,0,0.0
2020-11-08,MT,39679,731.0,456,11.0
2020-11-08,WV,28404,826.0,502,0.0
2020-11-08,NC,293339,2094.0,4607,2.0
2020-11-08,LA,192981,1266.0,6036,20.0
2020-11-08,MP,100,2.0,2,0.0
2020-11-08,NE,83969,1574.0,703,0.0
2020-11-08,MA,176641,1809.0,10131,20.0
2020-11-08,IN,210374,4652.0,4629,37.0
2020-11-08,AS,0,0.0,0,0.0
2020-11-08,ID,72961,649.0,686,3.0
2020-11-08,WA,117331,1320.0,2439,0.0
2020-11-08,FSM,0,0.0,0,0.0
2020-11-08,VI,1405,0.0,23,0.0
2020-11-08,GU,5077,0.0,88,0.0
2020-11-08,NM,54881,1210.0,1118,14.0
2020-11-08,WY,17310,713.0,114,9.0
2020-11-08,PR,38581,481.0,882,10.0
2020-11-08,DC,18001,110.0,654,0.0
2020-11-08,CO,130984,3017.0,2394,5.0
2020-11-07,NYC,273464,1084.0,24074,14.0
2020-11-07,MS,126689,804.0,3443,10.0
2020-11-07,DE,26258,0.0,716,0.0
2020-11-07,AZ,257339,2575.0,6147,38.0
2020-11-07,MO,205066,0.0,3150,0.0
2020-11-07,VA,192176,1302.0,3707,3.0
2020-11-07,NE,82395,1702.0,703,2.0
2020-11-07,PA,227985,4035.0,9015,40.0
2020-11-07,MI,229003,6494.0,7945,65.0
2020-11-07,MP,98,0.0,2,0.0
2020-11-07,ME,7692,90.0,152,1.0
2020-11-07,MT,38948,1001.0,445,26.0
2020-11-07,WA,116011,1770.0,2439,0.0
2020-11-07,MD,153996,1081.0,4212,11.0
2020-11-07,FSM,0,0.0,0,0.0
2020-11-07,MN,174954,4647.0,2679,34.0
2020-11-07,GA,403851,2072.0,8193,37.0
2020-11-07,CA,956957,5863.0,17939,73.0
2020-11-07,NC,291245,2676.0,4605,23.0
2020-11-07,LA,191715,0.0,6016,0.0
2020-11-07,PW,0,0.0,0,0.0
2020-11-07,NM,53671,1277.0,1104,16.0
2020-11-07,UT,130235,2956.0,658,9.0
2020-11-07,RI,36380,0.0,1224,0.0
2020-11-07,DC,17891,99.0,654,2.0
